index,country,continent,sub-region,clean fuels for cooking (% of population),Access to electricity (% of population),Adolescents out of school (% of lower secondary school age),Agricultural irrigated land (% of total agricultural land),Agricultural land (% ),Arable land (% of land area),Arable land (hectares per person),Armed forces (% labor force),"Armed forces personnel, total",precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)","Children in employment, total (% of children ages 7-14)",Children out of school (% of primary school age),Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),"Death rate, crude (per 1,000 people)",doing business score,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Electric power consumption (kWh per capita),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Fertility rate, total (births per woman)",GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",Human capital index (HCI) (scale 0-1),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)",Level of water stress,"Life expectancy at birth, total (years)",Lifetime risk of maternal death (%),Military expenditure (% of GDP),Population density,Population growth (annual %),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Rural population (% of total population),Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,free,partly free,not free,OCDE,immigration_flow,immigration_100k
149,Qatar,Asia,Western Asia,100.0,100.0,4.312008585248672,16.16449195674548,6.378217083177918,1.7692403332090014,0.0078076505062123665,1.117127378161566,21800.0,74.0,10.208285714285713,0.0,0.0,3.779348601187974,116.94019671578238,0.7642205730080605,6.275,1.0798571428571428,66.703915,1.3921078784125187,89.21928950718473,0.0,0.0,0.0,0.0,1.820857142857143,166724825102.23676,0.8663890868001847,64039.77634665695,114248.0026913191,0.6291990447044373,1.3059650037121533,0.40461868673854645,431.2643678160667,80.42399999999999,0.01389078655873654,6.707260615434475,226.26774835260474,1.5592101032790477,27.881907950967896,0.0,2606843.375,0.7998749999999983,9.2,1.14,0.13,58.0,1.656,0,0,1,0,5,0.1918028542854056
150,Romania,Europe,Eastern Europe,100.0,99.84285714285714,11.558172035217279,2.1741894207105363,57.70974071130539,37.290756010331805,0.4450028013675855,1.546542258315459,131160.0,637.0,10.271428571428572,48.74053707649479,0.0,9.690287045070106,131.17493385613938,-0.11086352588608848,0.775,14.4,72.9346975,10.93716321672712,98.79203142438614,0.0,12.49516,39.09286,23.77858,1.7742857142857142,213589532830.38196,3.667563663157864,11061.21958667007,35922.694621157396,0.5931993288993833,5.015455174105256,1.3454363345858267,6.524982055350001,74.82195121951221,0.02095951504940376,1.7486712430853562,84.1771874379098,-0.48632188248860386,17.25729917138042,9.35328757255701,19328986.25,45.79975,19.75,16.904,5.094375,46.0,1.755,1,0,0,0,7350,38.02579144573606
151,Russian Federation,Europe,Eastern Europe,99.44285714285715,99.87142857142858,1.86885628849268,0.0,13.158436257966263,7.428098287401682,0.8378515097216533,1.9503478047933989,1454000.0,460.0,10.528571428571428,18.196671293204975,0.0,1.6720049465075122,178.39614286006432,-0.9226296097040179,1.1,13.471428571428572,76.8416575,18.8500003814697,99.97749996185303,0.0,0.0,0.0,21.60867,1.5559999999999998,1446291635914.0962,1.439465701087924,9816.86572265625,37450.380859375,0.7131233506202697,4.691759868284332,8.352843715168836,4.117579099183334,71.94763066202091,0.01483924653994784,4.4489683734852035,8.857343663000666,-0.07059634204974319,11.524071743582333,23.23554437684392,144901886.25,25.297375,10.1,10.628,4.690625,26.0,3.249,0,0,1,0,20140,13.899059923383158
152,Rwanda,Africa,Eastern Africa,3.957142857142857,41.800000000000004,10.079691489537543,0.0,80.08871388036366,50.70009844229544,0.09897115899981707,0.7743268665821821,35000.0,1212.0,30.678714285714285,0.0,0.0,0.9875566611687324,167.26314729193263,0.5769430249929429,29.45,6.192285714285715,72.97544500000001,0.6648628881999423,64.28641727992468,0.0,31.587705,45.53765,19.82273,3.9232857142857145,11196743348.233013,6.467008709971118,862.2683516046527,2627.4893666057324,0.37682159312566094,8.178544339017222,3.228137029040132,19.209542897000002,66.33442857142857,1.144253846394256,1.3137914939117388,518.0234466384851,2.266882829673641,49.442731623995215,8.611611898054955,12926492.5,82.58525,4.0,1.866,12.588875,53.0,2.12,0,0,1,0,6570,50.825852411239936
153,Samoa,Oceania,Oceania,36.128571428571426,98.75714285714285,1.149321467615665,0.0,19.65078497525049,5.2350912808370165,0.07312772384811325,0.0,0.0,2880.0,27.931142857142856,0.0,0.0,1.2307725436985506,117.56529311114627,0.6051455736160278,7.275,5.353571428571429,61.5590675,0.0,93.71541341145837,0.0,37.04896,42.81374,9.18175,4.058571428571429,880453295.2571311,0.7903603070935254,4187.023730761981,6594.04106517317,0.5354079604148865,2.965796486774981,4.78534636025916,0.0,72.57942857142856,0.2679651138108924,0.0,75.21400880305347,0.8894405535653606,0.0,0.0,210490.375,81.976625,9.0,2.3560000000000003,7.3763749999999995,0.0,0.0,1,0,0,0,0,0.0
154,San Marino,Europe,Southern Europe,100.0,100.0,7.024514993031819,0.0,38.333333333333336,33.08333333333333,0.05807664747440005,0.0,0.0,0.0,6.685714285714285,74.22408565711439,0.0,6.1064880371093775,110.0589944048445,1.2191364616155624,8.925,8.128571428571428,63.042717499999995,12.1100001335144,98.01999918619794,0.0,34.43817,34.72677,6.82856,0.0,1519924102.3759458,3.0443688485538303,44558.06424690951,61598.606644211104,0.0,0.8099624272459255,0.0,0.0,0.0,0.0,0.0,568.7809523809524,0.360661356270497,0.0,0.0,34093.5,2.592125000000001,12.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0
155,Sao Tome and Principe,Africa,Central Africa,3.1571428571428575,74.72857142857143,8.48054313659668,0.0,43.30357142857143,4.166666666666666,0.018859542943652666,0.0,0.0,3200.0,29.305142857142858,0.0,0.0,16.70705270767211,224.04397319736898,0.1715370537713171,13.275,6.0371428571428565,44.7246425,0.0806524902582169,81.1439208984375,0.0,0.0,0.0,0.0,3.984428571428571,302866707.7129677,2.593419853704864,1399.4493281321716,5616.95016044041,0.0,10.491413082515777,0.0,1.876146789,68.11528571428572,0.6453238657812717,0.0,223.20520833333333,1.7760975489451838,0.0,0.0,216351.25,26.119500000000002,7.0,5.05,9.1735,45.0,0.0,1,0,0,0,0,0.0
156,Saudi Arabia,Asia,Western Asia,100.0,99.97142857142856,1.3381020054221147,0.4809440571724962,80.76580304269785,1.5994777320052127,0.11185336795728096,1.8563529446818419,257900.0,59.0,18.237,0.0,0.0,2.7121532758076996,123.35221501234162,0.31585021317005163,6.2,2.7264285714285714,64.061735,3.424301242828366,87.60130310058591,0.0,0.0,0.0,0.0,2.5012857142857143,722123067577.1583,1.9146433610798148,23110.258287632354,54532.70522060191,0.5807145110766093,1.613170134933094,0.7175749972737415,963.7013888889,77.11714285714287,0.045075769368915455,8.189979417341577,14.400996688559081,1.3678316915994302,27.046778721278276,52.40813860729753,31246005.25,15.824250000000001,16.25,0.0,5.879125,52.0,2.206,0,0,1,0,2530,8.097035060185814
157,Senegal,Africa,Western Africa,29.37857142857143,66.11428571428571,63.1531352996826,0.0,48.8354319549458,19.3365041440666,0.2299716118733007,0.41231984087967744,18840.0,686.0,33.428,0.0,0.0,25.38460388183594,114.25994136085512,-0.013734138075960826,37.775,5.657571428571429,54.486675,1.5524477362632751,24.3568893432617,0.0,31.494725,16.737005,30.457665,4.5087142857142855,22787657727.226456,5.110302975390486,1372.0756694437625,4048.3854905203207,0.41972470855712896,3.0920377327087207,0.0,15.191210281400002,67.84028571428571,1.2897088828351682,1.5577220029287513,84.91302431532006,2.6763433211447136,39.22404753859477,18.783169981122587,16564463.125,52.091499999999996,6.0,0.398,3.4206250000000002,43.0,2.084,0,1,0,0,7005,42.28932714050761
158,Serbia,Europe,Southern Europe,78.62857142857142,99.95714285714287,1.1734343032751777,1.4012211582508725,40.268586901445474,30.19724134417491,0.37316809712402293,0.998025893179532,32000.0,0.0,9.171428571428573,0.0,0.0,1.7163956846509656,152.38322717622088,-0.43504848331213,3.325,15.914285714285715,74.1515675,2.624538868665694,98.25479316711426,0.0,0.0,0.0,29.418495,1.512857142857143,48045642087.25788,3.5269549947172365,7000.581831838656,21928.35871123046,0.7303639467557274,4.759562364004385,1.2497454222574567,5.940399714483334,75.1134843205575,0.01565612341419768,2.2585672815691527,80.39983748070607,-0.8608527591029144,35.95985599303767,20.284065297397355,6878512.875,43.601625,6.125,7.89,10.927875,36.0,1.93,0,1,0,0,4005,58.22479470171814
159,Seychelles,Africa,Eastern Africa,100.0,100.0,1.999129951000215,0.0,3.369565217391304,0.3260869565217391,0.0015451206986054334,0.0,252.0,2330.0,16.257142857142856,0.0,0.0,2.38036996126175,133.88328131608063,1.2878416925668716,13.125,8.014285714285714,61.3048475,0.0,97.4716369628906,0.0,30.57084,27.14956,21.63562,2.3771428571428572,1792155907.6533704,4.559555089981421,17493.941410514246,30841.75477894352,0.64711208041509,2.489228211465455,8.391616096411283,0.0,74.28292682926829,0.01078262575101862,1.6095612868028413,218.16925465838509,0.8535927982479083,0.0,0.0,102784.75,42.6705,32.0,11.870000000000001,0.0,71.0,0.0,1,0,0,0,5,4.864534865337514
160,Sierra Leone,Africa,Western Africa,0.7571428571428571,25.099999999999998,33.70061937967937,0.0,54.71044610695484,21.94513715710723,0.2074839459550959,0.36193243981109824,8800.0,2526.0,32.469857142857144,0.0,0.0,1.70402526855469,282.7077150492296,-0.550046045333147,8.725,9.373857142857144,47.2522125,0.272926807403564,32.7414894104004,0.0,29.022270000000002,17.562693333333332,52.50696,4.182142857142857,8057492004.442709,4.342902905581305,1027.6511406937545,2828.375947266828,0.35566276939709995,20.014263237826587,2.13748640464524,0.49579439249999996,59.620428571428576,2.140421864644762,0.7545500611099777,107.18273364208527,2.30168342239222,35.49893776309592,15.164226672680869,7826957.5,57.271375,8.0,0.266,3.489375,35.0,1.993,0,1,0,0,595,7.601932168406433
161,Singapore,Asia,South-Eastern Asia,100.0,100.0,0.33925571239420355,0.0,0.9230960703029298,0.7832330293479405,9.972099708735554e-05,2.380783767535612,81120.0,2497.0,8.700000000000001,126.44640445584764,0.0,0.29158428471003256,117.37730932845713,2.0973033607006064,0.475,5.3,85.7637775,0.0,87.01691532135011,0.0,0.0,0.0,0.0,1.1285714285714286,352853990507.8828,2.962227426515634,62377.28431620257,121606.86924586215,0.8834031213124595,1.7641678145717887,0.1892488199772385,82.99444444446667,83.19512195121953,0.0072103054373732,2.785323444109335,7859.962143200663,0.8355893144706767,100.0,100.0,5656978.0,0.0,2.0,1.866,3.846,83.0,1.339,0,1,0,0,2770,48.96607340527044
162,Sint Maarten (Dutch part),Latin America & Caribbean ,Latin America & Caribbean ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.571428571428571,0.0,0.0,0.0,115.39254913576349,0.0,0.0,4.871428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6078571428571429,1319755939.9816732,0.30017143447985384,32554.744502156198,44200.21308340975,0.0,1.1518463826837144,0.0,0.0,75.02300000000001,0.0,0.0,1185.126050420168,1.64723128537192,0.0,0.0,40601.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
163,Slovak Republic,Europe,Eastern Europe,100.0,100.0,4.263124363762992,1.2249726875754667,39.00344663655812,27.92666983598764,0.24662655902023753,0.5969071051245749,16340.0,824.0,10.414285714285715,68.03247818318619,0.0,5.4022771290370395,121.52946393924263,0.22492809500545272,1.05,10.657142857142857,75.30321,20.202140808105472,99.78508322579522,0.0,22.21594,42.18401,21.29603,1.5571428571428572,98524731373.34525,2.0162572488510833,18104.9302904913,36863.202786057074,0.6796791534423826,4.295396967935444,1.22720348101837,2.4010134107999996,76.82996515679443,0.00673958521166506,1.5794633997272989,113.23025314951272,0.00677155192509263,14.794150576887896,0.0,5441939.25,46.184,25.25,10.368,6.96525,54.0,1.634,1,0,0,1,2515,46.21514288311837
164,Slovenia,Europe,Southern Europe,100.0,100.0,1.585999999727523,0.5785119278904957,30.42639487696013,8.984889043722074,0.08744100111542542,0.8111657267726272,8290.0,1162.0,9.22857142857143,0.0,0.0,1.539304299013956,114.13852469871526,0.7875415831804278,0.0,10.314285714285715,76.1842625,16.351449830191473,99.77117483956475,0.0,28.76522,34.51418,19.74007,1.5985714285714288,49555599819.3597,3.151204180784667,23675.18524678213,44042.0453936762,0.7838917614618937,2.8607529256790882,0.5696623115351338,6.375591615966667,81.08606271777003,0.006920580006743319,1.117420900952637,103.68951200043595,0.34018655947340876,0.0,0.0,2092093.0,44.995,7.0,10.898,5.187,56.0,1.395,1,0,0,1,155,7.408848459413611
165,Solomon Islands,Oceania,Oceania,8.585714285714285,68.78571428571429,8.793436050415048,0.0,4.271933853927423,0.8217220435869954,0.0322238595709143,0.0,0.0,3028.0,30.776142857142855,9.491490291140089,0.0,13.524469057718909,135.95002839554812,-0.0955218891613185,28.225,5.046428571428572,55.1151575,0.0,0.0,0.0,0.0,0.0,0.0,4.102571428571428,1466334480.7829044,2.2237618762750166,2000.7918244936445,2606.514656075221,0.431244108835856,2.543700369866058,0.0,0.0,70.23328571428571,0.5613788758808436,0.0,25.89421732251314,2.800803522556875,0.0,0.0,734182.375,75.56412499999999,9.0,1.488,0.9510000000000001,43.0,0.0,1,0,0,0,20,2.7241187858806883
166,Somalia,Africa,Eastern Africa,3.4714285714285715,50.17142857142857,0.0,0.0,70.34030304824452,1.7534351388401823,0.06999307467551676,0.6789543009160369,18720.0,282.0,44.546142857142854,0.0,0.0,0.0,0.0,-1.744167879223825,193.375,11.521285714285714,20.0861575,0.0,15.5,0.0,0.0,0.0,0.0,6.531142857142858,7774953625.795847,4.287317731950479,476.1622453474201,1435.6398454317896,0.0,0.0,0.0,24.527740592,55.92928571428571,4.390774888045586,0.0,25.61230091679609,3.5615739560844464,29.765631089451222,13.648005063914994,16353995.125,54.144,70.0,0.0,18.966625,11.0,3.091,0,0,1,0,27545,168.42979216676267
167,South Africa,Africa,Austral Africa,87.27142857142857,86.25714285714285,6.051759978135423,0.0,79.41785028316119,9.892093744075046,0.2028584511978663,0.35218848097709843,86010.0,495.0,20.394714285714286,65.63705118338638,0.0,8.06457340717315,163.83045008063337,-0.12340439506806436,0.2,9.71342857142857,66.1122725,1.3120165690779682,86.26500606536864,0.0,38.81733,30.085515,14.806505000000001,2.372,354441088328.40015,0.6294123398279368,5903.518482424265,14062.217850229004,0.41800091060002637,5.166049683094221,36.46852994269153,63.651403564949995,64.43871428571428,0.3260417469411188,0.8694765646797751,49.17065310193685,1.353887401105264,14.107892828166905,34.95794673196217,60093922.125,32.90537500000001,42.5,8.437999999999999,29.691875,41.0,2.507,1,0,0,0,15660,26.059207730568808
168,South Sudan,Africa,Eastern Africa,0.0,6.571428571428571,0.0,0.0,44.746397657064186,3.830744702736063,0.23038268146561672,3.6825468204977225,158600.0,900.0,30.590857142857143,0.0,0.0,0.0,14494.321712417026,-1.8311620652675638,231.85,10.812714285714284,33.1497275,0.0,0.0,0.0,42.46761,15.360545000000002,40.94903,4.613428571428571,0.0,0.0,0.0,0.0,0.304811273654302,96.81026904187188,0.0,4.2260757868,55.53385714285714,5.548001572978872,3.491599181915026,16.778766409480255,0.4159275318988312,18.34657348230579,0.0,10713051.875,79.91175,13.25,0.0,13.137125000000001,13.0,3.324,0,0,1,0,2315,21.60915514095744
169,Spain,Europe,Southern Europe,100.0,100.0,2.8451185226440416,14.314758933418075,52.60807385363457,23.780624678911977,0.25371385245564215,0.8573201182726041,197660.0,636.0,7.7,115.97491745477171,0.0,2.2372900077274855,114.00006128807576,0.6376629471778869,4.075,9.342857142857143,77.723575,13.66847310747417,92.99812698364258,0.0,26.93569,37.31704,21.79022,1.24,1292652710633.7712,1.8457296360227604,27361.212580116957,45297.479625819666,0.7358038125038147,2.3526623093606096,0.641904773048851,41.6705693138,83.21707317073172,0.00468877897925672,1.314496978281435,94.23019276592764,0.5019724355006628,17.22265914718061,25.63511727917497,47237296.875,19.309,12.75,10.568000000000001,15.203375000000001,60.0,1.597,1,0,0,1,6665,14.109613464201852
170,Sri Lanka,Asia,Southern Asia,31.314285714285713,99.2,4.62001791000366,0.0,45.185095237189834,21.910726172372726,0.06234204560074594,3.652045902722585,314640.0,1712.0,14.577142857142858,0.0,0.0,2.6827039037431986,188.00102016492087,-0.3671476766467094,10.175,7.105285714285714,60.83494,0.767142857824053,86.30130113874166,0.0,32.710193333333336,49.110260000000004,15.276596666666668,2.019285714285714,93199046732.97192,0.4427582737184589,4275.818788052237,14037.900597275584,0.591898285230001,12.094682449950257,2.635624818098,90.7854137447,75.98457142857144,0.062053081964849044,1.734892629639135,351.84583123511896,0.6203751744223831,14.953926215792642,0.0,21802375.0,81.30425,8.75,2.868,4.76825,34.0,2.195,0,1,0,0,23165,106.24989250024366
171,St. Lucia,Latin America & Caribbean ,Latin America & Caribbean ,93.92857142857143,99.95714285714287,11.68984712873188,0.0,16.295081967213115,4.377049180327869,0.015064847185137452,0.0,0.0,2301.0,11.805142857142856,0.0,0.0,5.177144676446915,112.35040995233362,0.5705128908157349,19.575,8.645,63.58327,0.0,57.055204010009774,0.0,30.724215,35.536205,0.0,1.4237142857142857,1872982970.4462278,2.3537461038913126,10541.76138544561,21565.76449321379,0.595575749874115,1.3255501087563109,26.53295126518297,14.300000000000002,72.69457142857142,0.10256105975544613,0.0,290.9177985948478,0.3091718632314825,0.0,0.0,177688.0,81.174375,11.0,9.198,18.346875,55.0,0.0,1,0,0,0,2685,1511.0755931745532
172,St. Vincent and the Grenadines,Latin America & Caribbean ,Latin America & Caribbean ,92.2,99.95714285714287,2.49450373649597,0.0,17.94871794871795,5.128205128205129,0.019126902406358066,0.0,0.0,1583.0,13.597428571428571,0.0,0.0,1.5338252186775199,111.94141012909625,0.7439977452158928,15.3,10.635714285714286,57.0034825,0.0,91.2900009155273,0.0,37.00340333333333,32.00809,0.0,1.8652857142857144,860830874.2402242,2.452836787552222,8295.749025095867,16205.945456234567,0.5346032083034515,2.0512728032301264,31.218738175064846,7.900000000000001,72.325,0.09372405465559322,0.0,267.2227106227106,-0.6767687367431969,0.0,0.0,103855.125,47.171625,10.0,6.868,19.402625,60.0,0.0,1,0,0,0,3220,3100.4728943323694
173,Sudan,Africa,Eastern Africa,58.535714285714285,57.300000000000004,29.8344097137451,1.122093464462552,60.24306515754053,11.169250535331908,0.4665902984759727,1.2159593127476769,128120.0,250.0,34.65928571428571,0.0,0.0,37.15127436319987,8824.66401170016,-1.4491397589445112,24.25,6.725857142857143,45.6688525,0.698341071605682,31.9614372253418,0.0,0.0,0.0,0.0,4.610142857142857,49452520561.96234,-3.4062496241895115,1084.801651000978,3491.15744018555,0.37749521660804736,117.93538887859172,0.0,118.6563876652,65.463,1.447054640758164,1.8112776196516578,24.31878785561334,2.792355209452719,35.72958867506925,12.55344659354742,46004407.625,64.848375,35.5,0.0048000000000000004,11.578857142857144,20.0,3.327,0,0,1,0,12135,26.377907306006744
174,Suriname,South America,South America,94.04285714285713,97.7,0.0,74.83842785566924,0.5064290365155539,0.37292401810196324,0.10210659300907522,0.8084882966432876,1956.0,2331.0,18.43885714285714,0.0,0.0,21.444947106497644,604.4071373333466,-0.361182663589716,94.35,7.395142857142857,47.425335,0.0,73.40773010253905,0.0,0.0,0.0,0.0,2.395,4742628854.377672,-1.3368187833990053,7804.925570062309,20657.761415560257,0.0,45.9086868607088,6.557662352309053,3.950609365,71.704,0.2394014480553412,0.0,3.773855778106543,0.9765081426280681,0.0,0.0,608626.75,33.83475,66.0,6.262,8.012,40.0,0.0,1,0,0,0,15,2.464564694207082
175,Sweden,Europe,Northern Europe,100.0,100.0,0.5365550071001053,1.6882274274062206,7.380321195450162,6.244950323337639,0.2496865065561765,0.3948811562133996,21140.0,624.0,11.1,41.97002701721611,0.0,0.6290650069713595,113.89165543975062,2.0862632691860186,0.5,9.042857142857143,82.0839125,13.717156818934857,99.9989733014788,0.0,24.1059,27.39142,24.08663,1.7085714285714286,545929354075.9365,1.7135373315742923,53094.38730140927,61105.30112389507,0.7992890238761904,3.261866892006066,1.10127865163548,3.5310245310333332,82.70104529616727,0.00783653740058414,1.16407683670459,25.145498186890638,0.9069828306709009,17.90736553008707,15.727772003539648,10278463.75,12.177249999999999,7.25,9.370000000000001,7.36525,82.0,1.782,1,0,0,1,2030,19.750033170083416
176,Switzerland,Europe,Western Europe,100.0,100.0,0.19872143013136728,2.7266220744429566,38.104867815047335,10.072472024089896,0.0466188097948833,0.41780220529704976,20680.0,1537.0,10.1,19.41979049540235,0.0,0.15506571318422027,99.94833985560238,1.9798029363155363,2.3,8.142857142857142,76.56593,19.287735462188724,99.64091873168947,0.0,28.94818,0.0,26.00316,1.49,750041098310.6003,1.7460579032291967,87026.90702700712,79377.47512804126,0.7630742524464923,0.7780948651723889,0.5368059329634474,6.4988558352,83.57386759581881,0.01216138995724048,0.6899801709951379,217.07036270108617,0.8822527163886613,21.797147917049784,16.11220503768688,8615335.125,26.081125,10.0,10.352,4.602125,82.0,1.35,1,0,0,1,2225,25.826041212761297
177,Syrian Arab Republic,Asia,Western Asia,93.34285714285714,88.77142857142857,52.26601028442383,7.117543721470341,76.40830246404619,25.05569557166552,0.23162698926137756,5.76481442857331,268400.0,252.0,19.256,0.0,0.0,29.588457584381096,537.3009110866494,-1.6991624087095263,8.125,5.539000000000001,41.56574,0.0,0.0,0.0,0.0,0.0,0.0,2.843285714285714,15629311093.96787,-0.3750212170787677,764.3147334019034,4780.349379409674,0.0,20.034745081208317,0.0,124.360138926,70.42057142857142,0.08460046838902299,0.0,111.48376265180512,2.4309702051073696,20.84095773090555,26.890043470872705,20885618.125,44.863125,15.5,0.1924,13.8465,13.0,3.173,0,0,1,0,115910,554.975195401357
178,Tajikistan,Asia,Central Asia,82.89999999999999,99.48571428571428,0.0,11.518964879130229,27.764351075108333,6.066410712999084,0.08961988321572127,0.6838139864648237,16820.0,691.0,28.057714285714287,0.0,0.0,5.3848948478698695,148.56753447088,-1.3495329469442376,17.9,5.102571428571429,56.1084525,10.94767236709595,95.7501831054688,0.0,0.0,0.0,0.0,3.259,11436077450.668982,7.387499961524425,1180.1997210421748,3751.1245845122094,0.5264142181078594,6.00458082322139,0.911643224337479,64.12125610240001,70.22142857142858,0.06817477784361502,1.1861886068304892,68.6415406626661,2.29971913594044,34.26747374171123,0.0,9634639.375,72.53625,12.0,0.8560000000000001,11.709624999999999,20.0,2.035,0,0,1,0,320,3.321349015203799
179,Tanzania,Africa,Eastern Africa,6.3428571428571425,37.98571428571428,55.050727208455406,0.0,44.27452182046898,14.950730574460536,0.22674335137555,0.10486538822758389,28080.0,1071.0,37.10671428571429,0.0,0.0,16.51798689365385,191.38375199899363,-0.4237600751221181,47.075,6.228714285714285,54.1506575,0.0,44.678988456726074,0.0,0.0,0.0,0.0,4.856428571428571,60712389845.15483,5.105794172207645,1038.3564758300797,3440.2029724121126,0.39203192591667163,4.072867073300207,4.9733946079641616,12.9632408102,66.32857142857142,1.43592817309876,1.09996682679488,66.86513724478276,3.091526802854714,31.166663092639354,12.680107236105611,60152697.0,65.13325,28.75,10.706,2.52425,40.0,1.987,0,1,0,0,2125,3.5326761824162265
180,Thailand,Asia,South-Eastern Asia,83.11428571428571,99.91428571428571,6.122437556584676,0.0,45.24501953174153,33.116325348201876,0.2364799932760111,1.1375588745833756,454880.0,1622.0,9.466571428571429,49.17960584188144,0.0,1.0123877355030604,114.53117094577925,-0.46653397753834713,4.725,7.221571428571429,77.7153075,2.0725000500679,69.62786388397217,0.0,0.0,0.0,0.0,1.3662857142857143,442292682781.3147,1.727304590034242,6188.425352168578,20463.262920982743,0.6100574625333149,1.2892880657949375,0.0,23.013935183300003,78.82128571428572,0.03983219323285598,1.32465745469179,139.8183346708685,0.2041689128951107,28.52527186827176,19.933050147191988,71465619.75,48.952625,11.75,7.984,0.87325,35.0,2.048,0,0,1,0,4825,6.751498156566396
181,Timor-Leste,Asia,South-Eastern Asia,13.778571428571428,89.64285714285714,12.95212154388426,0.0,22.96474205014891,7.547314823710251,0.08728344453929238,0.3554699094168775,1906.0,1500.0,25.678571428571427,0.0,0.0,5.520205020904539,151.58080705636675,-0.36406255140900623,0.575,7.000714285714286,38.808144999999996,0.10456241667270666,49.32863489786783,0.0,0.0,0.0,0.0,3.366285714285714,1999875236.744019,2.7450885150369237,1520.690974331644,5148.800795985834,0.44712214159965535,2.74065878260176,0.0,28.268210323199998,68.1062857142857,0.8658186071438487,1.4287648744166925,87.44745892977231,1.7324526064878711,0.0,0.0,1310836.5,68.8585,13.25,0.38,2.9955,43.0,1.882,1,0,0,0,0,0.0
182,Togo,Africa,Western Africa,9.657142857142857,52.042857142857144,21.637523651123065,0.0,70.23349880492738,48.72219157933444,0.3173766242751279,0.3466531028672454,9770.0,1168.0,32.762142857142855,0.0,0.0,4.022924967110158,116.40355148291398,-0.7020868584513665,46.75,8.560571428571428,53.603462500000006,1.3200567960739134,55.08127085367837,0.0,64.06315,16.01789,17.837025,4.380857142857143,7028994701.986543,4.761438856533882,817.6818830829452,2523.148644812758,0.42188693499565133,2.2512914446449144,0.0,3.3916349810000006,60.72728571428571,1.890889858477428,3.0289665915309447,155.6880519002968,2.4256454615404226,49.81568748686033,21.17218897381862,8572431.125,57.461375000000004,5.0,1.482,2.514625,31.0,2.381,0,1,0,0,4585,53.48541076788179
183,Tonga,Oceania,Oceania,82.92857142857143,98.92857142857143,6.022683442259826,0.0,48.61111111111111,27.77777777777778,0.1894808920848358,0.0,0.0,0.0,23.52642857142857,46.32580804428488,0.0,1.1787631819024689,133.0328274851846,-0.31687123887240903,6.6,6.895714285714285,61.43966,1.1680144071578948,98.60421244303386,0.0,0.0,0.0,0.0,3.3215714285714286,483561191.2879133,1.4451815485207848,4584.428209405052,6886.407703941308,0.5203849393526713,4.865015882315361,5.2315042060130335,0.0,70.88685714285714,0.34175627107941237,0.0,146.4984126984127,-0.1777506078109473,0.0,0.0,105368.625,76.860375,16.0,0.382,2.2445,0.0,0.0,1,0,0,0,0,0.0
184,Trinidad and Tobago,Latin America & Caribbean ,Latin America & Caribbean ,100.0,100.0,32.858081817627,0.0,10.526315789473683,4.873294346978558,0.01836463259566315,0.6612995507824947,4420.0,2200.0,12.30457142857143,0.0,0.0,33.8896293640137,146.54168838067164,-0.318412048742175,0.7,7.8759999999999994,61.20524,0.0,97.68005676269533,0.0,0.0,0.0,0.0,1.6435714285714285,22842831191.971592,-2.4818189211753428,16766.741004748368,33097.17285637275,0.6062715134620666,2.5107583334993304,31.742521481126946,20.3264812576,74.08942857142857,0.04773676928622886,0.8328396368609724,265.4913394597605,0.1641709068134548,75.03101537100117,0.0,1362663.0,46.7395,10.5,6.056,3.858375,42.0,2.092,1,0,0,0,4585,336.4735081234318
185,Tunisia,Africa,North Africa,99.84285714285714,99.94285714285715,0.0,0.0,62.47977048697955,17.290348683242605,0.22539254043726722,1.1308235433040639,47920.0,207.0,17.207428571428572,0.0,0.0,1.1582599878311157,162.00390018881288,-0.19953498709946862,4.125,6.611285714285714,66.6797775,3.81808614730835,71.90282249450682,0.0,0.0,0.0,0.0,2.1492857142857145,47501921563.533104,0.7506128503011986,3994.306163825667,12666.334193297838,0.511473153591156,6.492734180661861,4.679957469513165,95.44608926018333,75.27157142857143,0.09023655386214754,2.3492792523175674,76.2852913049875,0.8457418351255458,28.405260713385704,19.721890941015673,11895276.375,30.574875,11.0,1.9579999999999997,16.0215,40.0,2.044,0,1,0,0,26680,224.29071136230746
